yli:2905736	ec:5.2.1.8
yli:2905739	ec:2.7.1.31
yli:2905743	ec:1.1.1.1
yli:2905745	ec:3.6.1.31
yli:2905745	ec:3.5.4.19
yli:2905745	ec:1.1.1.23
yli:2905753	ec:2.3.2.26
yli:2905762	ec:6.3.2.12
yli:2905763	ec:7.1.2.2
yli:2905768	ec:3.4.24.59
yli:2905772	ec:3.5.1.98
yli:2905776	ec:3.6.1.52
yli:2905780	ec:6.1.1.3
yli:2905787	ec:1.2.1.3
yli:2905790	ec:2.4.2.60
yli:2905799	ec:6.3.4.19
yli:2905815	ec:2.1.1.107
yli:2905839	ec:5.6.1.3
yli:2905841	ec:2.7.11.25
yli:2905848	ec:2.4.1.265
yli:2905851	ec:5.6.2.7
yli:2905857	ec:3.2.1.6
yli:2905868	ec:2.5.1.18
yli:2905869	ec:2.7.1.35
yli:2905877	ec:3.1.3.5
yli:2905877	ec:3.1.3.6
yli:2905879	ec:7.6.2.4
yli:2905880	ec:1.14.99.29
yli:2905883	ec:2.3.2.27
yli:2905885	ec:3.1.3.16
yli:2905898	ec:3.1.3.16
yli:2905904	ec:6.1.1.5
yli:2905923	ec:2.3.1.258
yli:2905923	ec:2.3.1.309
yli:2905928	ec:2.7.11.1
yli:2905932	ec:3.1.1.112
yli:2905941	ec:2.7.11.1
yli:2905945	ec:2.7.7.7
yli:2905952	ec:2.6.1.85
yli:2905954	ec:3.1.3.16
yli:2905991	ec:1.4.4.2
yli:2905994	ec:2.7.11.1
yli:2905995	ec:2.1.1.244
yli:2906013	ec:3.1.26.4
yli:2906024	ec:3.1.26.4
yli:2906035	ec:1.6.99.1
yli:2906043	ec:3.1.1.89
yli:2906052	ec:1.4.3.21
yli:2906058	ec:2.7.2.11
yli:2906060	ec:1.14.15.45
yli:2906060	ec:1.14.15.46
yli:2906075	ec:3.1.26.4
yli:2906079	ec:1.14.19.41
yli:2906088	ec:1.17.1.9
yli:2906089	ec:5.3.3.21
yli:2906103	ec:2.7.7.7
yli:2906116	ec:1.1.1.62
yli:2906116	ec:1.1.1.330
yli:2906140	ec:1.3.1.93
yli:2906152	ec:5.6.2.3
yli:2906154	ec:2.7.7.6
yli:2906155	ec:5.6.2.6
yli:2906168	ec:3.1.4.12
yli:2906169	ec:3.1.26.4
yli:2906171	ec:5.2.1.8
yli:2906177	ec:7.6.2.2
yli:2906186	ec:3.1.3.11
yli:2906189	ec:5.6.2.3
yli:2906192	ec:5.6.2.7
yli:2906195	ec:2.5.1.78
yli:2906207	ec:3.1.4.12
yli:2906212	ec:5.6.2.3
yli:2906215	ec:2.3.1.48
yli:2906225	ec:3.1.26.4
yli:2906229	ec:2.7.11.1
yli:2906238	ec:1.13.11.53
yli:2906238	ec:1.13.11.54
yli:2906239	ec:3.4.24.64
yli:2906246	ec:3.1.26.11
yli:2906270	ec:2.3.2.27
yli:2906288	ec:6.3.5.4
yli:2906289	ec:3.6.1.5
yli:2906332	ec:5.6.2.5
yli:2906332	ec:5.6.2.3
yli:2906337	ec:3.4.16.5
yli:2906340	ec:3.2.1.101
yli:2906347	ec:3.5.4.16
yli:2906352	ec:1.1.3.37
yli:2906354	ec:7.1.1.8
yli:2906361	ec:3.1.3.2
yli:2906381	ec:3.5.1.19
yli:2906386	ec:4.1.2.25
yli:2906386	ec:2.7.6.3
yli:2906386	ec:2.5.1.15
yli:2906391	ec:5.6.2.7
yli:2906394	ec:2.7.1.67
yli:2906404	ec:1.14.11.48
yli:2906427	ec:4.1.2.48
yli:2906446	ec:2.7.7.9
yli:2906466	ec:3.1.3.27
yli:2906467	ec:3.1.3.16
yli:2906474	ec:7.6.2.3
yli:2906475	ec:1.11.1.25
yli:2906475	ec:1.11.1.27
yli:2906478	ec:1.1.1.156
yli:2906479	ec:5.2.1.8
yli:2906486	ec:2.4.1.25
yli:2906486	ec:3.2.1.33
yli:2906488	ec:2.3.2.27
yli:2906493	ec:6.2.1.12
yli:2906499	ec:3.1.3.84
yli:2906512	ec:2.7.7.1
yli:2906518	ec:5.3.1.23
yli:2906523	ec:3.4.21.48
yli:2906531	ec:5.6.2.7
yli:2906533	ec:3.2.1.14
yli:2906534	ec:3.1.4.37
yli:2906552	ec:6.3.5.1
yli:2906568	ec:1.1.1.1
yli:2906574	ec:3.1.26.5
yli:2906583	ec:2.4.1.198
yli:2906594	ec:7.2.2.3
yli:2906601	ec:6.2.1.12
yli:2906604	ec:2.5.1.21
yli:2906609	ec:2.7.6.1
yli:2906611	ec:1.17.4.1
yli:2906620	ec:2.7.11.1
yli:2906621	ec:4.2.1.51
yli:2906622	ec:2.3.2.32
yli:2906625	ec:3.4.21.105
yli:2906626	ec:3.4.16.6
yli:2906628	ec:1.1.1.138
yli:2906629	ec:4.3.1.17
yli:2906629	ec:4.3.1.19
yli:2906630	ec:2.5.1.58
yli:2906630	ec:2.5.1.59
yli:2906632	ec:1.8.5.1
yli:2906632	ec:2.5.1.18
yli:2906633	ec:3.1.3.3
yli:2906648	ec:5.6.2.3
yli:2906655	ec:6.1.1.2
yli:2906662	ec:1.3.1.70
yli:2906667	ec:1.2.1.3
yli:2906668	ec:4.2.99.18
yli:2906669	ec:5.6.2.3
yli:2906673	ec:5.4.99.42
yli:2906680	ec:2.4.1.256
yli:2906682	ec:2.6.1.1
yli:2906694	ec:2.3.1.36
yli:2906696	ec:3.4.11.26
yli:2906699	ec:5.5.1.4
yli:2906704	ec:7.1.2.1
yli:2906709	ec:5.3.1.6
yli:2906730	ec:3.4.11.10
yli:2906737	ec:1.5.1.53
yli:2906739	ec:3.4.11.15
yli:2906747	ec:4.1.1.21
yli:2906755	ec:3.1.3.16
yli:2906755	ec:3.1.3.48
yli:2906773	ec:1.14.19.6
yli:2906773	ec:1.14.19.22
yli:2906777	ec:1.1.1.8
yli:2906778	ec:5.1.99.6
yli:2906781	ec:3.4.19.12
yli:2906784	ec:2.7.8.7
yli:2906785	ec:6.3.5.2
yli:2906787	ec:2.3.1.7
yli:2906793	ec:2.7.1.36
yli:2906795	ec:2.3.1.225
yli:2906799	ec:3.1.3.16
yli:2906800	ec:1.8.4.8
yli:2906800	ec:1.8.4.10
yli:2906802	ec:3.4.25.1
yli:2906803	ec:3.2.1.21
yli:2906810	ec:2.3.2.27
yli:2906812	ec:3.2.1.58
yli:2906813	ec:4.1.99.12
yli:2906823	ec:3.1.4.50
yli:2906836	ec:3.6.1.10
yli:2906837	ec:2.7.7.6
yli:2906840	ec:1.5.1.2
yli:2906848	ec:1.8.5.1
yli:2906848	ec:2.5.1.18
yli:2906852	ec:4.4.1.36
yli:2906855	ec:1.5.3.17
yli:2906856	ec:1.14.14.154
yli:2906856	ec:1.14.15.36
yli:2906871	ec:4.2.1.17
yli:2906874	ec:3.1.1.5
yli:2906892	ec:1.15.1.1
yli:2906895	ec:2.1.1.6
yli:2906903	ec:3.7.1.3
yli:2906904	ec:3.6.1.66
yli:2906908	ec:3.2.1.6
yli:2906913	ec:1.1.1.44
yli:2906913	ec:1.1.1.343
yli:2906915	ec:1.6.5.2
yli:2906929	ec:3.1.1.23
yli:2906930	ec:3.1.4.54
yli:2906932	ec:1.6.5.2
yli:2906935	ec:3.1.26.5
yli:2906936	ec:5.2.1.8
yli:2906938	ec:2.7.13.3
yli:2906941	ec:3.2.1.207
yli:2906944	ec:2.7.4.3
yli:2906946	ec:5.6.2.6
yli:2906955	ec:3.2.2.21
yli:2906967	ec:5.6.2.6
yli:2906980	ec:4.1.2.53
yli:2906996	ec:2.7.1.91
yli:2907004	ec:1.17.1.9
yli:2907005	ec:1.4.1.14
yli:2907006	ec:2.5.1.54
yli:2907009	ec:1.1.5.3
yli:2907017	ec:5.6.2.6
yli:2907018	ec:3.1.3.48
yli:2907024	ec:4.6.1.1
yli:2907025	ec:2.1.1.114
yli:2907025	ec:2.1.1.64
yli:2907026	ec:2.7.12.2
yli:2907032	ec:2.1.2.11
yli:2907036	ec:2.7.7.4
yli:2907046	ec:2.3.1.199
yli:2907054	ec:2.3.1.311
yli:2907065	ec:6.3.4.21
yli:2907070	ec:3.4.21.48
yli:2907081	ec:1.5.1.15
yli:2907084	ec:2.7.11.1
yli:2907085	ec:5.6.2.3
yli:2907091	ec:5.6.2.7
yli:2907099	ec:6.3.4.2
yli:2907104	ec:3.1.3.48
yli:2907105	ec:1.8.4.11
yli:2907124	ec:1.2.1.88
yli:2907129	ec:3.1.4.12
yli:2907141	ec:5.4.2.11
yli:2907142	ec:2.7.1.140
yli:2907142	ec:2.7.1.151
yli:2907145	ec:3.1.3.16
yli:2907146	ec:1.13.11.27
yli:2907154	ec:1.15.1.1
yli:2907158	ec:2.7.1.26
yli:2907162	ec:1.5.5.2
yli:2907167	ec:3.5.1.3
yli:2907169	ec:2.3.3.13
yli:2907177	ec:7.6.2.2
yli:2907178	ec:5.6.2.4
yli:2907184	ec:6.1.1.7
yli:2907185	ec:7.1.2.2
yli:2907198	ec:1.1.1.156
yli:2907208	ec:6.1.1.11
yli:2907209	ec:2.3.2.26
yli:2907211	ec:1.1.1.270
yli:2907212	ec:1.2.1.38
yli:2907212	ec:2.7.2.8
yli:2907213	ec:1.1.1.102
yli:2907219	ec:2.7.1.22
yli:2907219	ec:2.7.1.173
yli:2907224	ec:6.3.2.1
yli:2907226	ec:5.2.1.8
yli:2907228	ec:2.7.11.17
yli:2907246	ec:2.1.1.33
yli:2907247	ec:3.4.14.4
yli:2907250	ec:1.1.1.26
yli:2907251	ec:1.4.3.5
yli:2907260	ec:5.6.2.6
yli:2907261	ec:3.4.19.12
yli:2907262	ec:6.4.1.4
yli:2907264	ec:2.4.1.80
yli:2907268	ec:3.4.19.12
yli:2907280	ec:1.13.11.24
yli:2907289	ec:3.1.3.16
yli:2907289	ec:3.1.3.43
yli:2907307	ec:3.4.25.1
yli:2907322	ec:2.4.2.14
yli:2907325	ec:3.4.16.5
yli:2907327	ec:2.1.1.348
yli:2907332	ec:3.4.25.1
yli:2907333	ec:3.1.13.4
yli:2907337	ec:1.11.1.24
yli:2907339	ec:2.3.1.86
yli:2907343	ec:2.7.1.15
yli:2907344	ec:2.7.11.1
yli:2907346	ec:2.1.1.354
yli:2907349	ec:1.18.1.6
yli:2907361	ec:1.15.1.1
yli:2907363	ec:2.7.11.1
yli:2907364	ec:2.7.8.15
yli:2907367	ec:2.7.4.3
yli:2907375	ec:3.5.4.34
yli:2907383	ec:2.3.1.9
yli:2907385	ec:5.6.2.3
yli:2907386	ec:3.1.3.89
yli:2907401	ec:3.2.1.101
yli:2907402	ec:2.7.6.1
yli:2907406	ec:3.1.1.112
yli:2907408	ec:4.2.1.33
yli:2907412	ec:3.4.21.48
yli:2907414	ec:2.4.2.28
